Name,Short_Name,Price
oral b brush kids 3's pkt Rs.50,Rs.50 ஓரல் பி kids பிரஷ் 3's pkt ,50.0
oral b brush kids 3's pkt Rs.120,Rs.120 ஓரல் பி kids பிரஷ் 3's pkt ,120.0
oral b brush Bacteria fit 6's pkt Rs.120 ,Rs.120  ஓரல் பி B&F 6's pkt,120.0
oral b brush B&F med Rs.30,Rs.30 oral b brush B&F med ,30.0
oral b brush charcoal 4's pkt Rs.120 ,Rs.120 oral b brush charcoal 4's pkt,120.0
oral b brush Rs.40,Rs.40 ஓரல் பி பிரஷ் ,40.0
oral b brush Neem 4's pkt Rs.99 ,Rs.99 oral b brush Neem 4's pkt ,99.0
oral b clove 3's pkt Rs.80 ,Rs.80 oral b clove 3's pkt ,80.0
vicks vaporub 50g Rs.170,vicks vaporub 50g Rs.170,170.0
head & shoulder 72ml Rs.82,72ml head & shoulder  Rs.82,82.0
arial (T&L) 1ltr Rs.160,arial (T&L) 1ltr Rs.160,160.0
sls bullit குருணை,bullit குருணை அரிசி,40.0
sls amulya குருணை,அமுல்யா குருணை அரிசி,50.0
FOGG 120ml Rs.275,120ml fogg body spray,275.0
pen Rs.6 winner pkt,Rs.6 winner ballpen pkt,25.0
challenge soap 300g set ,300g*5p செலஞ் சோப்பு set ,100.0
hit chalk Rs.18,Rs.18 ஹிட் Chalk ,18.0
goodKnight gold flash machine set Rs.100,குட்நைட் (GF) மெஷின் செட்,100.0
cinthol (og) 100g*4 set,100g*4p சிந்தால் (og) set,195.0
pepsodent deep clean brush Rs.30,Rs.30 pepsodent deep cln brush ,30.0
dp luvlap diaper M 9's Rs.129,Rs.129 Luvlap டயப்பர் M 9's pkt,129.0
challenge rolax Rs.10,Rs.10 challenge rolax dishwash bar,10.0
challenge rolax Rs.10 175g,Rs.10 செலஞ் ரெலக்ஸ் dishwash bar,10.0
milagu thul amma 500g,500g Ammu மிளகு தூள்,150.0
milagu thool amma 500g,500g Ammu மிளகு தூள்,150.0
ruchi tomato garlic pickle Rs.1,Rs.1 ருசி த.பூ.ஊறுகாய் சரம்,20.0
michar munthiri biscute 500g,500g முந்திரி  பிஸ்கட்,70.0
snacker joy Rs.5 box,Rs.5 snacker joy box,200.0
tennis ball bubble gum Rs.1,Rs.1 tennis ball bubble gum jar,200.0
crazy pop pkt Rs.1,Rs.1 crazy pop pkt,80.0
Elanthai podi Rs.1 jar,Rs.1 இலந்தைபொடி jar,150.0
cd Strawberry cooldring Rs.10,Rs.10 Strawberry cooldring (1k),300.0
buds saram Rs.25,Rs.25 buds saram ,300.0
buds wooden jar (12p),buds wooden jar (12p),240.0
note checked  Rs.18,Rs.18 Rs.18 Checked Note,18.0
naattu sakkara Aruvi 1/2.kg,1/2.kg அருவி நாட்டு சர்க்கரை,49.0
paani poori masala 50g ,50g பானிபூரி மசாலா ,40.0
oil sunrich SF can 5ltr,5 லி சன்ரிச் SF cane,727.0
HH camlin creative kit Rs.49,Rs.49 camel creative kit ,49.0
HH camlin Art kit Rs.99,Rs.99 Camel Art Kit ,99.0
him baby (p) 100g,100g ஹிமாலயா பேபி பவுடர்,115.0
him gentle baby soap 125g ,125g ஹிமாலயா gentle பேபி  சோப் ,100.0
him neem facewash 100ml,100 ml ஹிமாலயா neem facewash,150.0
gopuram kungumam sivapu 40g,40g கோபுர குங்குமம் சிவப்பு,25.0
tide sope combo 3+1,3+1 டைடு சோப் combo ,30.0
arial powder 500g Rs.110,Rs.110 ஏரியல் பவுடர் 500g,110.0
bb con kurkure chips,Rs.5 சிப்ஸ் குர்குரே,5.0
stay free Rs 35,Rs.35 stay free,35.0
johnsons powder 100g Rs.1156,johnsons powder 100g Rs.1156,115.0
johnsons blossom 75g Rs.68,johnsons blossom 75g Rs.68,68.0
michar 250g ஒலைபக்கோடா,250g ஒலைபக்கோடா,40.0
jelly dragon Rs.5 jar,Rs.5 ஜெல்லி டிராகன் ஜார் ,200.0
dry jamun Rs 5,Rs.5 dry ஜாமூன் jar,200.0
7 star Rs.2 jar,Rs.2 7 Star jar,150.0
pt perunkayam katti 10g,10g பெருங்காய கட்டி,15.0
johnsons powder 100g Rs.115,johnsons powder 100g Rs.115,115.0
soodam 300g pkt,soodam 300g pkt,320.0
garnier facewash vitamin C 50g,50g கார்னியர் facewash vitamin C ,115.0
garnier facewash oil clear 50g,50g கார்னியர் facewash oil clear,119.0
garnier facewash acnofight 50g,50g கார்னியர் facewash acnofight,119.0
garnier facewash Turbobright 50g,50g கார்னியர் facewash Turbobright,135.0
bajji mavu rasathi 500g,500g ராசாத்தி பஜ்ஜிமாவு,90.0
bajji mavu rasathi 500g 1+1,500g பஜ்ஜிமாவு (ராசாத்தி) 1+1,80.0
goodKnight green coil Rs.36,Rs.36 goodKnight green coil ,36.0
bb jackpot Rs.5 saram,ரூ.5 ஜாக்பாட் (14p) சரம்,60.0
bb katori Rs.5 saram,ரூ.5 கடோரி (14p) சரம்,70.0
bb MR.india Rs.5 saram,Rs.5 MR.india குர்குரே சரம் (14p),70.0
bb Race Rs.5 saram,Rs.5 ரேஸ் குர்குரே சரம் (14p),70.0
bb Jewellery Rs.5 saram,Rs.5 ஜூவல்லரி குர்குரே சரம் (14p),70.0
ravai samba motherland 500g,500g மாதர்லேண்ட் சம்பா ரவை,62.0
yardley powder 50g Rs.62,50g யார்ட்லி பவுடர்,62.0
tide liquid T/L 840ml Rs.129,tide liquid T/L 840ml,129.0
margo 100G set Rs.180,100g மார்கோ (4+1) set Rs.180,180.0
cinthol original 100g,100g cinthol original  Rs.48,48.0
amurthanjan (R) 25ml Rs.105,அமுர்தான்ஜன் (R) 25ml Rs.105,105.0
amurthanjan (R) 8ml Rs.48,அமுர்தான்ஜன் (R) 8ml Rs.48,48.0
noodels wiki wiki Rs.10,Rs.10 wiki wiki நூடல்ஸ்,10.0
cinthol original soap 100g Rs.50,100g சிந்தால் (og),45.0
cinthol original soap 150g Rs.75, 150g  சிந்தால் (og),78.0
allout set Rs.90,Rs.90 ஆல் அவுட் செட்,90.0
allout LIQ 45ml Rs.70,45ml ஆல்அவுட் LIQ Rs.70,85.0
gulab jamun aachi 175g Rs.145,175g ஆச்சி குலோப்ஜாம் (1+1),145.0
denver(G) 165ml Rs.220,165ml டென்வர் டியோ (G),220.0
dp pampers Rs.399 (L) 20pants,Rs.399 பேம்பர்ஸ் (L) 19pants,399.0
dp pampers Rs.99 (m) 6pants,pampers Rs.99 (m) 6pants,99.0
dp pampers Rs.20 (s) 2pants,Rs.20 பேம்பர்ஸ் (s) 2pants,20.0
clinic plus 50ml,50ml கிளினிக்+,20.0
maitha elite 500g,500g எலைட் மைதா,47.0
tajmahal 250g Rs235,250g தாஜ் மஹால் டீ தூள்,235.0
omam 20g,20g ஓமம் pkt,25.0
horlicks women+ 400g rifil.Rs.320,400g woman's + ஹார்லிக்ஸ் rifil,320.0
Rin powder neem 500g Rs.62,500g ரின் பவுடர் neem Rs.62,62.0
murukku maavu 500g,500g முருகா முறுக்கு மாவு ,90.0
treat jim jim pops Rs.20,Rs.20  ட்ரீட் ஜிம் ஜிம் பாப்ஸ்,20.0
treat jim jam pops Rs.10,Rs.10 treat jim jam pops ,10.0
treat wafers Rs.10,Rs.10 treat wafers ,10.0
manjal thool cycle 50g,50g cycle மஞ்சள்தூள்,15.0
cinthol original Rs.40 75g,Rs.40 சிந்தால் (og),40.0
goodKnight green shakti coil Rs.40,Rs.41 குட் நைட் கிரீன் சக்தி  ,41.0
pt LDS katti 25g,25g  LDS பெருங்காய கட்டி,25.0
z spray deo 120ml (1+1) Rs.260,120ml Z spray deo (1+1) Rs.260,260.0
Crispy choco jar Rs.2,Rs.2 Crispy choco jar ,150.0
Rasakulla Rs.2 jar,Rs.2 Rasakulla jar,60.0
Tik tok Rs.2 jar,Rs.2 Tik tok jar,150.0
kadugu Rs.5 atta ,Rs.5 கடுகு அட்டை,60.0
masala attai Rs.5,Rs.5 மசாலா அட்டை,60.0
masala attai Rs.10,Rs.10 மசாலா அட்டை,120.0
rexona soap 100g Rs.38,100g ரெக்ஸோனா சோப் Rs.38,38.0
rexona soap 150gm Rs.77,150gm ரெக்ஸோனா சோப் Rs.77,77.0
marie gold (4+1)combo pkt,(4+1) மேரி கோல்ட் combo pkt,88.0
chocolush pure magic Rs.40,Rs.40 chocolush pure magic,40.0
50-50 golmaal Rs.20,Rs.20 50-50 கோல்மால் பிஸ்கட்,20.0
super vasmol hair black oil 50ml,50ml super vasmol hair black oil ,35.0
super vasmol hair black oil 200ML,200ML super vasmol hair black oil ,90.0
super vasmol hair black oil 100ml,100ml super vasmol hair black oil ,48.0
avt gold cup 250g jar.RS.225,250g AVT gold cup jar.RS.225,225.0
surf excel(T&L)1ltr pouch Rs.149,Rs.149 surf excel(T&L) pouch 1ltr,149.0
challenge washing power 1kg Rs.200,1kg செலஞ் வாஷிங் பவுடர் Rs.200 with Free ,200.0
spinz bb (face talc) 50g,spinz bb (face talc) 50g,50.0
cinthol original 100g Rs.48,100g சிந்தால் (og) Rs.48,48.0
kalla mittai Rs.5 jar manimark,Rs.5 கள்ளமிட்டாய் victory jar,400.0
kalla mittai Rs.3 jar manimark,Rs.3 கள்ளமிட்டாய் manimark jar,300.0
yellu mittaie (b) Rs.5 manimark jar,Rs.5 எள்ளு மிட்டாய் (b) manimark jar,250.0
yellu mittaie (b) Rs.2 manimark jar,Rs.2 எள்ளு மிட்டாய் (b) manimark jar,250.0
yellu mittaie (w) Rs.5 manimark jar,Rs.5 எள்ளு மிட்டாய் (w) manimark jar,250.0
yellu mittaie (w) Rs.2 manimark jar,Rs.2 எள்ளு மிட்டாய் (வெ) மணிமார்க் ஜா,250.0
room spray airvel 217ml,airvel room spray 217ml,175.0
dp luvlap diaper NB 9's Rs.99, Rs.99 NB 9's  luvlap டயப்பர்,99.0
chilli sauce red 90g,90g ரெட் சில்லி சாஸ்,15.0
jam mixed fruit 100g foodrite ,100g ஃபுட்ரைட்  ஜாம்,25.0
chilli sauce green 90g,90g green சில்லி சாஸ்,15.0
soya dark sauce 90g pkt,Rs.14 dark சோயா சாஸ் pkt,15.0
center fresh jar Rs.150,Rs.150  சென்டர் ஃபிரெஷ் ஜார்,150.0
HH camlin writing kit Rs 20,Rs 20 camlin writing kit ,20.0
HH camlin Exam sharpner Rs.3,Rs.3 Camlin Sharpner,3.0
pen stylish x3 black Rs.7 pkt ,Rs.7 stylish x3 black pen pkt ,35.0
pencil lezing trio jar Rs.4,Rs.4 pencil lezing trio jar ,400.0
Eraser sandwinch Rs.1 jar,ரூ.1 சாண்ட்வின்ச் ரப்பர் ஜார் ,100.0
pen stylish Rs.5 jar,Rs.5 stylish pen (blue) jar ,350.0
kimia dates 400g,400g kimia dates ,310.0
harpic blue 200ml Rs.44,200ml ஹார்பிக் நீலம் Rs.44,44.0
VVD gold coco.oil 500ml (1+1) jar,500ml vvd தே.எண்ணெய் (1+1) jar,320.0
him baby gentle soap 75G,75g ஹிமாலயா பேபி பாதாம் சோப் ,62.0
him baby cucumber soap 75g,75g him baby cucumber soap ,38.0
him baby nourishing soap 75g,75g ஹிமாலயா பேபி ஹனி சோ,62.0
him baby Refreshing soap 75g,75g ஹிமாலயா பேபி Refreshing சோப் ,62.0
him baby shampoo 100ml Rs.105,100ml ஹிமாலயா பேபி சாம்பு Rs.105,105.0
ux silk ballpen blue Rs.10,Rs.10 ux silk ballpen blue ,10.0
ux silk ballpen black Rs.10,Rs.10 ux silk ballpen black ,10.0
hamam 100g set Rs.146,ஹமாம் சோப் 4*100g set Rs.146,146.0
pencil lezing Black Line Rs.4,Rs.4 pencil lezing Black Line box,40.0
santhanam archana dappa Rs.12,ரூ.12 அர்ச்சனா சந்தன பவுடர் 10g,12.0
close up paste Rs.10,Rs.10 close up paste,10.0
surf xl ew power 1kg Rs.172,1kg சர்ப் எக்சல் ew பவுடர் Rs.172,172.0
surf MTR LIQ (F/L) 1L Rs 220,1L சர்ப் LIQ matic (F/L) Rs 220,220.0
bru 50g jar,50g புரூ jar,270.0
ayush toothpaste 80g,80g ஆயுஷ் பேஸ்ட்,60.0
pepsodent brush Rs.20 ,Rs.20 pepsodent brush ,20.0
ponds dream Rs.10,Rs.10 பாண்ட்ஸ் ட்ரிம்  20g பவுடர்,10.0
ponds  wb crm 15g Rs.52,15g ponds  wb crm ,52.0
theepam shanthi mantra 1ltr,1ltr சாந்தி மந்திரா தீபம் எண்ணெய்,200.0
samBrani cup maya Rs.75,Rs.75 மாயா கப் சாம்பராணி,75.0
comfort green Rs.4 19ml,Rs.4 கம்போர்ட் green 19ml,4.0
Fair & lovely 15g Rs.20,Fair & lovely 15g Rs.20,20.0
him Nourishing Baby (s) 75g Rs.75,75g him Nourishing Baby (s) Rs.75,75.0
him baby nourisihing (s) 125g,125g  ஹிமாலயா பேபி ஹனி சோ,85.0
him baby Nourishing (s) 75g Rs.75,75g him Nourishing Baby (s) Rs.75,75.0
nool kandu (v) Rs.10 pkt,Rs.2 வெள்ள நூல் pkt,20.0
then mittai pkt rs.1,Rs.1 தேன் மிட்டாய் pkt,20.0
Fair & lovely 50g Rs. 125,50g  Fair & lovely Rs.125,125.0
dp Nine diaper (s) Rs.10,Niine diaper (s) Rs.10,10.0
dp niine pants (m) Rs.12,dp niine pants (m) Rs.12,12.0
mm nice michar mani mark Rs.5,Rs.5 நைஸ் மிச்சர் மணி மார்க் சரம் ,50.0
mm kundu michar mani mark Rs.5 saram,Rs.5 குண்டு மிச்சர் மணி மார்க் சரம் ,50.0
mm kadalai parpu mani mark Rs.5 saram,Rs.5 கல்லபயிர் மணி மார்க் சரம் ,50.0
mm mallattai mani mark Rs.5,Rs.5 மல்லாட்ட பகோடா மணி மார்க் சரம் ,50.0
mm paasipayir mani mark Rs.5 saram ,Rs.5 பாசிபருப்பு மணி மார்க் சரம் ,50.0
pal cova jar Rs.1,Rs.1 பால் கோவா jar,150.0
pal cova jar mani mark Rs.1,Rs.1 பால் கோவா mani mark jar,150.0
pal cova jar mani mark Rs.2,pal cova jar mani mark Rs.2,150.0
dp him baby (M) diaber Rs.14 saram,Rs.14 ஹிமாலயா பேபி டயபர் சரம் (L),168.0
dp him baby (M) diaber Rs.12 saram,Rs.12 ஹிமாலயா பேபி டயபர் சரம் (M,144.0
kuppai meni soap 85g,90g குப்பைமேனி சோப்,95.0
bb chikkan 65 (12) saram,Rs.5 குர்குரே சிக்கன் 65 (12p) சரம்,60.0
santhanam dappa 125g,125g ஸ்ரீ லட்சுமி சந்தன டப்பா,30.0
bleaching powder 250g. Rs.25,250g kcm பிளீச்சிங் பவுடர் ,25.0
kalla mittai Rs.5 jar sweet bites,Rs.5 கள்ளமிட்டாய் sweet bites jar,300.0
Flex kwik 20g,20g ஃப்ளெக்ஸ் க்விக்,60.0
pepsodent whitening 100g Rs.54,100g pepsodent whitening paste Rs.54,54.0
pepsodent 2in1 Rs.52,pepsodent 2in1 paste Rs.52,52.0
pepsodent 100g Rs.60,100g pepsodent paste Rs.60 with free,60.0
note apsara unruled (s) Rs.40,அப்சரா அன் ருல்டு  நோட் (s) Rs.40,40.0
note apsara ruled (S) Rs.40,அப்சரா ருல்டு நோட் (S) Rs.40,40.0
note apsara 3/4 unruled Rs.30,Apsara Note 3/4 unruled Rs.30,30.0
note apsra long size unruled Rs.45,அப்சரா அன் ருல்டு நோட் (L) (92p),45.0
note apsra long size ruled Rs.45,அப்சரா ருல்டு நோட் (L) Rs.45,45.0
note apsara 3/4 ruled Rs.35,அப்சரா Note 3/4 Ruled Rs.35,35.0
note 2 line Rs.15,2 line நோட் Rs.15,15.0
note 4 line Rs.15,4 Line நோட் Rs.15,15.0
note un ruled (s) Rs 15,Rs.15 அன் ருல்டு நோட் (S),15.0
pen ball Rs.4 pkt,Rs.4 Ball pen 20pcs pkt,80.0
buds atta Rs.5,Rs.5 Buds Atta ,50.0
colgate salt 200g Rs.137,200g கோல்கேட் சால்ட் Rs.137,137.0
lacto king Rs 100 pkt,Rs.100 லாக்டோ கிங் pkt,100.0
coffy bite Rs.100,Rs.100 காஃபி பைட் pkt,100.0
caramilk eclairs Rs.100 pkt,Rs.100 கேரமில்க் eclairs pkt,100.0
coffy bite jar,காஃபி பைட் jar,200.0
coconut punch jar,coconut punch jar chocklet,200.0
lacto king JAR,லாக்டோ கிங் JAR,200.0
lotte eclairs Rs.50,Rs.50 lotte eclairs சாக்லேட் pkt,50.0
kuzhampu Apt மி.தூள்50g,50g APT குழம்பு மிளாகாய் தூள்,20.0
stayfree xl ultra Rs.48,Rs.48 stayfree xl ultra,48.0
stayfree nights Rs.45,Rs.45 stayfree nights ,45.0
note apsara 3/4 unruled Rs.45,அப்சரா அன் ருல்டு நோட் (K) (120p),45.0
note apsara ruled (S) Rs.25,அப்சரா ருல்டு நோட் (S) (92p),25.0
woodwards grib water 130ml,130ml உட்வர்ட்ஸ் கிரைப் வாட்டர்,62.0
woodwards grib water 200ml,200ml உட்வர்ட்ஸ் கிரைப் வாட்டர்,100.0
pencil apsara box,ரூ50 அப்சரா பென்சில் box,50.0
monkey ozone floor clear Rs.95,Rs.95 monkey ozone floor clear ,95.0
kissan jam Rs.10,Rs.10 கிஸ்ஸான் ஜாம்,10.0
sunrise 50g jar Rs.130,Rs.130 சன்ரைஸ் 50g  jar ,130.0
close up paste 150g Rs.101,close up paste 150g Rs.101,101.0
comfy Rs.25, Rs.25 comfy,25.0
close up paste 150g Rs.90,close up paste 150g Rs.90,98.0
note apsara 3/4 (K) Ruled Rs.35,அப்சரா ருல்டு நோட் (K) Rs.35,35.0
gt 7o'clock platinum blades,7o'Clock Platinum Blades (Black),120.0
j attar Rs.50,j attar Rs.50,50.0
bb noodles sauce (12) saram,நூடுல்ஸ் சாஸ் (14p) சாரம்,70.0
godrej FAB LIQ detergent 1L,1L கோட்ரெஜ் FAB LIQ  pkt,99.0
Rs.5 chikkan 65 masala aachi,Rs.5 சிக்கன் 65,5.0
zandu palm 8ml Rs.44,Rs.44 ஜாண்டு பாம் (G) 8ml ,44.0
zandu palm 8ml (G) Rs.44,ஜண்டு பாம் (G) 8ml ,45.0
zandu palm ultra power 8ml (R) Rs.50,Rs.50 ஜண்டு பாம் (R) 8ml ,50.0
naga Atta 5kg ,5kg நாகா ஆட்டா pkt,318.0
lollipop Rs.2 jar Rs.200,Rs.2 லாலிபாப்  jar,200.0
chandrika soap Rs.49,125g சந்திரிகா சோப் ,49.0
dp luvlap diaper L 6's Rs.99,Rs.99 luvlap டயப்பர் L 6's ,99.0
dp luvlap diaper M 7's Rs.99,Rs.99 luvlap டயப்பர் M 7's ,99.0
dp luvlap diaper xl 7's Rs.129,Rs.129 luvlap டயப்பர் XL 7's ,129.0
javathu ATTAR TPRG Rs.40,Rs.40 TPRG ஜவ்வாது அத்தர் 3ml,40.0
javathu powder balamurugan,ஸ்ரீ பாலமுருகன் ஜவ்வாது பவுடர் ,32.0
javathu powder TPRG Rs.34,Rs.34 TPRG ஜவ்வாது பவுடர் 2g,34.0
domex lime fresh 500ml,500ml டோமெக்ஸ் லைம் ஃபிராஸ்,102.0
atta pillsbury chakki 1kg,1kg  பில்ஸ்பரி ஆட்டா,69.0
atta pillsbury chakki 500g,500g  பில்ஸ்பரி சக்கி ஆட்டா,38.0
bru 50g Rs.115,50g புரூ pkt Rs.115,115.0
pears soap blue 100g Rs.50,100g பியர்ஸ் soap blue Rs.50,50.0
Rin powder Refresh 1kg Rs.118,1kg ரின் பவுடர் Refresh aes.118,118.0
paatti idlli potti 250g,250g பா.இட்லிபொடி,90.0
oral b brush S&G Rs.55 , Rs.55 ஓரல் பி S&G ,55.0
oral b brush crisscross Rs.80 , Rs.80 ஓரல் பி  crisscross brush,80.0
